Index,Label
420,1
421,0
422,1
423,1
424,0
425,0
426,0
427,1
428,0
429,1
430,0
431,1
432,1
433,1
434,1
435,1
436,1
437,0
438,0
439,1
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,1
448,0
449,0
450,1
451,0
452,0
453,0
454,0
455,0
456,0
457,1
458,0
459,1
460,0
461,1
462,1
463,0
464,1
465,0
466,1
467,0
468,1
469,0
470,0
471,0
472,0
473,1
474,1
475,0
476,0
477,0
478,1
479,0
480,0
481,1
482,1
483,1
484,1
485,0
486,1
487,1
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,1
496,1
497,0
498,0
499,1
500,0
501,0
502,0
503,0
504,0
505,1
506,0
507,0
508,0
509,0
510,1
511,1
512,0
513,1
514,0
515,0
516,1
517,1
518,1
519,0
520,0
521,0
522,1
523,0
524,0
525,0
526,1
527,0
528,0
529,0
530,0
531,1
532,1
533,1
534,1
535,0
536,1
537,1
538,1
539,1
540,1
541,0
542,1
543,0
544,0
545,0
546,0
547,0
548,1
549,0
550,0
551,1
552,0
553,0
554,0
555,0
556,0
557,1
558,0
559,1
560,1
561,0
562,0
563,1
564,0
565,1
566,0
567,0
568,0
569,0
570,1
571,1
572,1
573,0
574,0
575,0
576,1
577,0
578,1
579,1
580,0
581,0
582,0
583,0
584,1
585,1
586,0
587,1
588,0
589,0
590,1
591,1
592,0
593,1
594,1
595,0
596,0
597,0
598,1
599,1
600,0
601,0
602,0
603,1
604,1
605,1
606,1
607,0
608,1
609,1
610,0
611,1
612,0
613,0
614,1
615,1
616,1
617,0
618,1
619,0
620,0
621,0
622,1
623,1
624,0
625,0
626,1
627,1
628,1
629,1
630,1
631,0
632,1
633,1
634,1
635,0
636,0
637,1
638,0
639,0
640,1
641,0
642,1
643,0
644,0
645,1
646,0
647,0
648,0
649,0
650,1
651,1
652,1
653,0
654,0
655,1
656,1
657,0
658,0
659,1
660,1
661,0
662,1
663,0
664,1
665,0
666,1
667,1
668,0
669,0
670,0
671,1
672,1
673,0
674,1
675,1
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,1
691,0
692,1
693,0
694,0
695,1
696,0
697,0
698,1
699,1
700,1
701,0
702,1
703,0
704,0
705,0
706,1
707,0
708,1
709,1
710,0
711,0
712,0
713,1
714,1
715,0
716,1
717,0
718,0
719,1
720,1
721,0
722,0
723,0
724,1
725,0
726,1
727,0
728,0
729,0
730,1
731,0
732,0
733,1
734,0
735,1
736,1
737,0
738,1
739,0
740,0
741,0
742,1
743,1
744,0
745,0
746,1
747,0
748,0
749,1
750,0
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,0
760,0
761,0
762,1
763,0
764,1
765,0
766,0
767,0
768,1
769,0
770,1
771,0
772,0
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,0
781,0
782,0
783,0
784,0
